Cognitive_Connectivity,Memory_Function,Sleep_Quality,Developmental_Stage,Anxiety_Level,Social_Isolation,Substance_Risk,Diet_Quality,Academic_Pressure,Family_History,Bullying_Exposure,Safety_Perception,Social_Monitoring,Physical_Activity,Risk_Label
0.49350000000000005,0.787,0.7,0.29411764705882354,0.6,0.9,0.8,0.5,1.0,1.0,0.9,0.19999999999999996,0.0,0.08333333333333337,1
0.387,0.5740000000000001,0.4,0.29411764705882354,0.6,0.9,0.8,0.8,1.0,1.0,0.9,0.19999999999999996,0.0,0.08333333333333337,1
0.38,0.5599999999999999,0.2,0.35294117647058826,0.3333333333333333,0.9,0.4,0.8,0.6,0.0,0.9,0.6,0.0,0.25,1
0.5605,0.921,0.4,0.4117647058823529,0.5333333333333333,0.9,0.6,0.2,1.0,1.0,0.1,0.4,0.0,0.41666666666666663,0
0.6950000000000001,0.79,0.4,0.35294117647058826,0.6,0.7,1.0,0.5,0.8,0.0,0.9,0.0,0.0,0.75,1
0.673,0.546,0.7,0.35294117647058826,0.5333333333333333,0.6,1.0,0.5,0.6,0.0,0.9,0.0,0.0,0.16666666666666663,1
0.8395,0.679,0.9,0.7647058823529411,0.26666666666666666,0.5,0.6,0.2,0.2,1.0,0.9,0.4,0.0,1.0,0
0.835,0.8699999999999999,0.2,0.11764705882352941,0.6666666666666666,0.6,1.0,0.2,1.0,1.0,0.9,0.0,0.0,0.6666666666666667,1
0.869,0.738,0.2,0.17647058823529413,0.4666666666666667,0.5,1.0,0.8,0.4,0.0,0.9,0.0,0.0,0.8333333333333334,1
0.725,0.85,0.7,0.4117647058823529,0.3333333333333333,0.7,0.8,0.5,0.2,1.0,0.9,0.19999999999999996,0.0,0.08333333333333337,0
0.7545,0.709,0.7,0.058823529411764705,0.2,0.6,0.2,0.8,0.4,1.0,0.1,0.8,0.0,0.08333333333333337,0
0.7909999999999999,0.982,0.9,0.9411764705882353,0.5333333333333333,0.7,1.0,0.8,0.6,0.0,0.9,0.0,0.0,0.0,0
0.8445,0.889,0.4,0.35294117647058826,0.2,0.6,0.4,0.8,0.2,0.0,0.1,0.6,0.0,0.16666666666666663,0
0.6970000000000001,0.794,0.2,0.8823529411764706,0.4,0.7,0.2,0.5,1.0,0.0,0.1,0.8,0.0,0.33333333333333337,0
0.9555,0.9109999999999999,0.7,0.8235294117647058,0.5333333333333333,0.5,1.0,0.5,0.6,1.0,0.9,0.0,0.0,0.5833333333333333,1
0.7375,0.675,0.7,0.0,0.4666666666666667,0.6,0.8,0.5,0.6,0.0,0.9,0.19999999999999996,0.0,0.5,1
0.7765,0.753,0.2,0.7647058823529411,0.13333333333333333,0.6,0.2,0.2,0.2,1.0,0.9,0.8,0.0,0.41666666666666663,0
0.9745,0.9490000000000001,0.7,0.4117647058823529,0.3333333333333333,0.5,0.4,0.8,0.6,0.0,0.1,0.6,0.0,0.25,0
0.8505,0.901,0.4,0.11764705882352941,0.26666666666666666,0.6,0.6,0.2,0.2,0.0,0.1,0.4,0.0,0.75,0
0.482,0.764,0.7,0.7647058823529411,0.2,0.9,0.2,0.2,0.4,1.0,0.1,0.8,0.0,1.0,0
0.36349999999999993,0.5269999999999999,0.7,0.35294117647058826,0.5333333333333333,0.9,0.6,0.2,1.0,1.0,0.9,0.4,0.0,0.5,1
0.637,0.874,0.2,0.35294117647058826,0.6,0.8,0.8,0.2,1.0,0.0,0.9,0.19999999999999996,0.0,0.33333333333333337,1
0.5,0.6,0.4,0.29411764705882354,0.5333333333333333,0.8,0.6,0.8,1.0,1.0,0.1,0.4,0.0,1.0,1
0.572,0.944,0.9,0.4117647058823529,0.3333333333333333,0.9,0.6,0.5,0.4,1.0,0.9,0.4,0.0,0.41666666666666663,1
0.5874999999999999,0.575,0.9,0.4117647058823529,0.4666666666666667,0.7,1.0,0.2,0.4,1.0,0.9,0.0,0.0,0.5833333333333333,1
0.5755,0.751,0.9,0.4117647058823529,0.13333333333333333,0.8,0.2,0.5,0.2,1.0,0.9,0.8,0.0,0.41666666666666663,0
0.4185,0.637,0.4,0.5882352941176471,0.4666666666666667,0.9,1.0,0.2,0.4,0.0,0.9,0.0,0.0,0.6666666666666667,1
0.7475,0.6950000000000001,0.9,0.11764705882352941,0.6,0.6,1.0,0.2,0.8,0.0,0.9,0.0,0.0,0.0,1
0.855,0.71,0.2,0.35294117647058826,0.4,0.5,1.0,0.5,0.2,0.0,0.9,0.0,0.0,0.5,1
0.883,0.966,0.4,0.29411764705882354,0.26666666666666666,0.6,0.6,0.5,0.2,0.0,0.1,0.4,0.0,0.0,0
0.5525,0.905,0.9,0.058823529411764705,0.5333333333333333,0.9,1.0,0.5,0.6,0.0,0.1,0.0,0.0,0.9166666666666666,1
0.619,0.638,0.2,0.35294117647058826,0.4666666666666667,0.7,0.8,0.8,0.6,1.0,0.1,0.19999999999999996,0.0,0.08333333333333337,1
0.925,0.85,0.9,0.9411764705882353,0.26666666666666666,0.5,0.4,0.2,0.4,1.0,0.1,0.6,0.0,0.9166666666666666,0
0.7545,0.709,0.4,0.4117647058823529,0.4,0.6,0.8,0.8,0.4,1.0,0.1,0.19999999999999996,0.0,0.33333333333333337,0
0.6485000000000001,0.897,0.7,0.5882352941176471,0.3333333333333333,0.8,0.8,0.2,0.2,0.0,0.1,0.19999999999999996,0.0,0.75,0
0.5475,0.8949999999999999,0.9,0.5294117647058824,0.4666666666666667,0.9,0.8,0.8,0.6,1.0,0.9,0.19999999999999996,0.0,0.6666666666666667,1
0.8940000000000001,0.9880000000000001,0.9,0.23529411764705882,0.26666666666666666,0.6,0.4,0.8,0.4,1.0,0.1,0.6,0.0,1.0,0
0.4375,0.675,0.4,0.5294117647058824,0.5333333333333333,0.9,0.8,0.8,0.8,0.0,0.9,0.19999999999999996,0.0,0.16666666666666663,0
0.5660000000000001,0.532,0.7,0.9411764705882353,0.4666666666666667,0.7,0.8,0.2,0.6,1.0,0.9,0.19999999999999996,0.0,0.41666666666666663,1
0.7135,0.627,0.4,0.23529411764705882,0.4666666666666667,0.6,0.6,0.5,0.8,0.0,0.9,0.4,0.0,0.16666666666666663,1
0.585,0.77,0.9,0.29411764705882354,0.4,0.8,0.6,0.2,0.6,1.0,0.1,0.4,0.0,0.08333333333333337,0
0.583,0.966,0.2,0.35294117647058826,0.26666666666666666,0.9,0.2,0.8,0.6,1.0,0.9,0.8,0.0,0.25,1
0.505,0.8099999999999999,0.9,0.17647058823529413,0.5333333333333333,0.9,0.6,0.5,1.0,0.0,0.9,0.4,0.0,0.25,1
0.6795,0.959,0.2,0.47058823529411764,0.6,0.8,1.0,0.2,0.8,1.0,0.1,0.0,0.0,0.08333333333333337,1
0.548,0.8960000000000001,0.4,0.35294117647058826,0.6666666666666666,0.9,1.0,0.5,1.0,0.0,0.9,0.0,0.0,0.0,1
0.8755,0.751,0.2,0.9411764705882353,0.2,0.5,0.2,0.5,0.4,1.0,0.1,0.8,0.0,0.41666666666666663,0
0.366,0.532,0.2,0.6470588235294118,0.4,0.9,0.2,0.2,1.0,1.0,0.1,0.8,0.0,0.08333333333333337,0
0.7474999999999999,0.8949999999999999,0.4,0.8823529411764706,0.26666666666666666,0.7,0.6,0.2,0.2,0.0,0.9,0.4,0.0,0.16666666666666663,1
0.725,0.85,0.4,0.17647058823529413,0.26666666666666666,0.7,0.6,0.8,0.2,1.0,0.9,0.4,0.0,0.16666666666666663,1
0.7755,0.5509999999999999,0.2,0.8823529411764706,0.2,0.5,0.2,0.2,0.4,0.0,0.9,0.8,0.0,0.0,1
0.5715,0.743,0.9,0.5882352941176471,0.6,0.8,1.0,0.8,0.8,1.0,0.9,0.0,0.0,0.5,1
0.5395,0.8789999999999999,0.4,0.5294117647058824,0.4,0.9,0.8,0.2,0.4,0.0,0.9,0.19999999999999996,0.0,0.33333333333333337,1
0.8975,0.9949999999999999,0.2,0.8823529411764706,0.26666666666666666,0.6,0.4,0.5,0.4,0.0,0.1,0.6,0.0,1.0,0
0.9894999999999999,0.9789999999999999,0.2,0.0,0.6666666666666666,0.5,1.0,0.2,1.0,1.0,0.9,0.0,0.0,0.16666666666666663,1
0.6685000000000001,0.537,0.2,0.11764705882352941,0.5333333333333333,0.6,0.6,0.5,1.0,1.0,0.9,0.4,0.0,0.0,1
0.7430000000000001,0.686,0.2,0.058823529411764705,0.4,0.6,0.6,0.2,0.6,1.0,0.9,0.4,0.0,0.0,1
0.49150000000000005,0.783,0.4,0.17647058823529413,0.5333333333333333,0.9,0.6,0.8,1.0,1.0,0.9,0.4,0.0,0.08333333333333337,1
0.516,0.8320000000000001,0.2,0.8235294117647058,0.4,0.9,0.8,0.2,0.4,0.0,0.9,0.19999999999999996,0.0,0.0,1
0.4755,0.5509999999999999,0.7,0.8235294117647058,0.4666666666666667,0.8,0.8,0.5,0.6,1.0,0.9,0.19999999999999996,0.0,0.41666666666666663,1
0.587,0.974,0.2,0.8823529411764706,0.26666666666666666,0.9,0.2,0.8,0.6,1.0,0.1,0.8,0.0,0.5833333333333333,0
0.383,0.5660000000000001,0.2,0.29411764705882354,0.6,0.9,0.8,0.2,1.0,0.0,0.9,0.19999999999999996,0.0,0.08333333333333337,1
0.774,0.748,0.2,0.35294117647058826,0.4666666666666667,0.6,0.8,0.2,0.6,1.0,0.9,0.19999999999999996,0.0,0.16666666666666663,1
0.7444999999999999,0.889,0.9,0.11764705882352941,0.5333333333333333,0.7,0.8,0.2,0.8,0.0,0.9,0.19999999999999996,0.0,0.5,1
0.6115,0.8230000000000001,0.2,0.35294117647058826,0.5333333333333333,0.8,0.6,0.5,1.0,1.0,0.9,0.4,0.0,0.6666666666666667,1
0.5405,0.881,0.2,0.23529411764705882,0.4,0.9,0.2,0.2,1.0,1.0,0.1,0.8,0.0,0.33333333333333337,1
0.7015,0.603,0.9,0.47058823529411764,0.4666666666666667,0.6,0.4,0.2,1.0,0.0,0.1,0.6,0.0,0.08333333333333337,0
0.872,0.944,0.9,0.0,0.6666666666666666,0.6,1.0,0.2,1.0,0.0,0.9,0.0,0.0,0.75,1
0.6625,0.725,0.7,0.47058823529411764,0.5333333333333333,0.7,1.0,0.2,0.6,0.0,0.1,0.0,0.0,0.25,0
0.378,0.5559999999999999,0.9,0.8823529411764706,0.26666666666666666,0.9,0.6,0.2,0.2,0.0,0.1,0.4,0.0,0.25,0
0.384,0.568,0.4,0.058823529411764705,0.5333333333333333,0.9,1.0,0.5,0.6,1.0,0.9,0.0,0.0,0.16666666666666663,0
0.5569999999999999,0.514,0.7,0.47058823529411764,0.26666666666666666,0.7,0.2,0.8,0.6,0.0,0.1,0.8,0.0,0.0,0
0.5805,0.761,0.2,0.9411764705882353,0.4666666666666667,0.8,0.8,0.5,0.6,0.0,0.9,0.19999999999999996,0.0,0.75,0
0.7085,0.617,0.7,0.23529411764705882,0.4,0.6,1.0,0.8,0.2,0.0,0.1,0.0,0.0,0.16666666666666663,1
0.7084999999999999,0.817,0.2,0.5882352941176471,0.4,0.7,0.8,0.2,0.4,1.0,0.1,0.19999999999999996,0.0,0.41666666666666663,1
0.9934999999999999,0.9869999999999999,0.2,0.7647058823529411,0.4666666666666667,0.5,0.4,0.2,1.0,0.0,0.1,0.6,0.0,0.0,0
0.893,0.986,0.9,0.0,0.3333333333333333,0.6,0.4,0.8,0.6,0.0,0.9,0.6,0.0,0.25,1
0.7605,0.921,0.4,0.8235294117647058,0.4666666666666667,0.7,1.0,0.2,0.4,1.0,0.9,0.0,0.0,1.0,1
0.673,0.546,0.9,0.058823529411764705,0.5333333333333333,0.6,1.0,0.2,0.6,0.0,0.9,0.0,0.0,0.08333333333333337,1
0.6480000000000001,0.8960000000000001,0.9,0.11764705882352941,0.5333333333333333,0.8,0.6,0.2,1.0,0.0,0.9,0.4,0.0,0.9166666666666666,1
0.597,0.794,0.4,0.5882352941176471,0.4666666666666667,0.8,1.0,0.2,0.4,1.0,0.9,0.0,0.0,0.8333333333333334,1
0.829,0.858,0.2,0.058823529411764705,0.4,0.6,0.8,0.8,0.4,0.0,0.9,0.19999999999999996,0.0,0.16666666666666663,1
0.525,0.85,0.9,0.9411764705882353,0.26666666666666666,0.9,0.2,0.5,0.6,0.0,0.1,0.8,0.0,0.75,0
0.937,0.874,0.2,0.11764705882352941,0.3333333333333333,0.5,0.4,0.2,0.6,0.0,0.9,0.6,0.0,0.5,1
0.757,0.514,0.9,0.0,0.2,0.5,0.4,0.5,0.2,0.0,0.1,0.6,0.0,0.0,0
0.9375,0.875,0.7,0.6470588235294118,0.5333333333333333,0.5,1.0,0.5,0.6,0.0,0.1,0.0,0.0,0.16666666666666663,1
0.8855000000000001,0.9710000000000001,0.2,0.35294117647058826,0.13333333333333333,0.6,0.2,0.5,0.2,0.0,0.1,0.8,0.0,0.9166666666666666,0
0.6625,0.725,0.4,0.8823529411764706,0.6,0.7,1.0,0.8,0.8,0.0,0.9,0.0,0.0,0.9166666666666666,0
0.708,0.616,0.2,0.9411764705882353,0.3333333333333333,0.6,0.8,0.5,0.2,0.0,0.9,0.19999999999999996,0.0,0.16666666666666663,0
0.675,0.95,0.7,0.6470588235294118,0.2,0.8,0.4,0.5,0.2,0.0,0.1,0.6,0.0,0.25,0
0.5995,0.799,0.4,0.5294117647058824,0.4,0.8,0.4,0.2,0.8,1.0,0.9,0.6,0.0,0.16666666666666663,1
0.6930000000000001,0.986,0.2,0.7647058823529411,0.26666666666666666,0.8,0.2,0.2,0.6,1.0,0.9,0.8,0.0,0.25,1
0.5834999999999999,0.567,0.2,0.7058823529411765,0.4,0.7,0.2,0.5,1.0,0.0,0.9,0.8,0.0,0.6666666666666667,1
0.646,0.892,0.2,0.7647058823529411,0.4,0.8,0.4,0.5,0.8,0.0,0.1,0.6,0.0,0.33333333333333337,0
0.8095,0.619,0.4,0.47058823529411764,0.3333333333333333,0.5,0.6,0.8,0.4,1.0,0.9,0.4,0.0,0.0,0
0.388,0.576,0.2,0.17647058823529413,0.5333333333333333,0.9,0.8,0.2,0.8,1.0,0.9,0.19999999999999996,0.0,0.25,1
0.595,0.5900000000000001,0.2,0.9411764705882353,0.26666666666666666,0.7,0.2,0.5,0.6,0.0,0.9,0.8,0.0,0.75,0
0.48700000000000004,0.5740000000000001,0.9,0.35294117647058826,0.13333333333333333,0.8,0.2,0.5,0.2,0.0,0.1,0.8,0.0,0.08333333333333337,0
0.602,0.8039999999999999,0.4,0.17647058823529413,0.4,0.8,0.6,0.2,0.6,1.0,0.9,0.4,0.0,0.25,1
0.5125,0.625,0.4,0.7647058823529411,0.5333333333333333,0.8,0.6,0.2,1.0,0.0,0.9,0.4,0.0,0.25,1
0.6555,0.511,0.9,0.11764705882352941,0.6666666666666666,0.6,1.0,0.2,1.0,0.0,0.9,0.0,0.0,0.08333333333333337,1
0.6970000000000001,0.794,0.4,0.9411764705882353,0.3333333333333333,0.7,0.2,0.5,0.8,0.0,0.1,0.8,0.0,0.0,0
0.779,0.558,0.2,0.7058823529411765,0.4666666666666667,0.5,0.6,0.8,0.8,1.0,0.9,0.4,0.0,0.6666666666666667,1
0.7825,0.5650000000000001,0.7,0.7058823529411765,0.3333333333333333,0.5,0.8,0.2,0.2,1.0,0.9,0.19999999999999996,0.0,0.0,0
0.5860000000000001,0.9720000000000001,0.4,0.11764705882352941,0.4666666666666667,0.9,0.4,0.8,1.0,0.0,0.9,0.6,0.0,0.08333333333333337,1
0.5945,0.9890000000000001,0.7,0.23529411764705882,0.26666666666666666,0.9,0.6,0.5,0.2,1.0,0.9,0.4,0.0,0.0,0
0.6685000000000001,0.537,0.9,0.0,0.4666666666666667,0.6,0.4,0.8,1.0,1.0,0.9,0.6,0.0,0.25,1
0.6795,0.5589999999999999,0.2,0.5294117647058824,0.5333333333333333,0.6,1.0,0.8,0.6,1.0,0.9,0.0,0.0,0.5,1
0.5685,0.537,0.7,0.47058823529411764,0.4666666666666667,0.7,0.4,0.5,1.0,1.0,0.9,0.6,0.0,0.16666666666666663,1
0.785,0.5700000000000001,0.7,0.35294117647058826,0.5333333333333333,0.5,0.6,0.8,1.0,1.0,0.9,0.4,0.0,0.5833333333333333,1
0.8474999999999999,0.8949999999999999,0.4,0.5882352941176471,0.4666666666666667,0.6,1.0,0.8,0.4,1.0,0.9,0.0,0.0,0.8333333333333334,1
0.637,0.874,0.7,0.35294117647058826,0.4666666666666667,0.8,0.8,0.2,0.6,1.0,0.9,0.19999999999999996,0.0,1.0,1
0.7015,0.8029999999999999,0.4,0.8235294117647058,0.3333333333333333,0.7,0.8,0.2,0.2,0.0,0.9,0.19999999999999996,0.0,0.6666666666666667,1
0.38749999999999996,0.575,0.7,0.17647058823529413,0.6,0.9,0.8,0.8,1.0,0.0,0.9,0.19999999999999996,0.0,0.08333333333333337,1
0.8305,0.661,0.7,0.058823529411764705,0.26666666666666666,0.5,0.2,0.5,0.6,1.0,0.1,0.8,0.0,0.0,0
0.8705,0.9410000000000001,0.7,0.35294117647058826,0.2,0.6,0.2,0.5,0.4,1.0,0.1,0.8,0.0,0.08333333333333337,0
0.6839999999999999,0.568,0.7,0.47058823529411764,0.4,0.6,1.0,0.8,0.2,0.0,0.1,0.0,0.0,0.33333333333333337,0
0.732,0.8640000000000001,0.9,0.11764705882352941,0.3333333333333333,0.7,0.6,0.2,0.4,1.0,0.1,0.4,0.0,0.6666666666666667,0
0.8605,0.721,0.2,0.058823529411764705,0.4,0.5,0.6,0.5,0.6,1.0,0.9,0.4,0.0,0.33333333333333337,1
0.5960000000000001,0.792,0.9,0.8235294117647058,0.4,0.8,0.4,0.5,0.8,0.0,0.9,0.6,0.0,0.41666666666666663,0
0.48700000000000004,0.5740000000000001,0.4,0.29411764705882354,0.5333333333333333,0.8,0.6,0.5,1.0,0.0,0.9,0.4,0.0,0.8333333333333334,0
0.514,0.828,0.2,0.29411764705882354,0.4666666666666667,0.9,0.6,0.5,0.8,0.0,0.9,0.4,0.0,0.16666666666666663,1
0.6295,0.859,0.7,0.6470588235294118,0.5333333333333333,0.8,1.0,0.5,0.6,1.0,0.1,0.0,0.0,0.33333333333333337,1
0.702,0.604,0.7,0.6470588235294118,0.3333333333333333,0.6,0.4,0.5,0.6,1.0,0.1,0.6,0.0,0.33333333333333337,0
0.6565000000000001,0.913,0.7,0.5294117647058824,0.3333333333333333,0.8,0.8,0.2,0.2,0.0,0.9,0.19999999999999996,0.0,0.6666666666666667,0
0.804,0.808,0.9,0.8823529411764706,0.4,0.6,0.2,0.5,1.0,1.0,0.1,0.8,0.0,0.25,1
0.525,0.85,0.9,0.8823529411764706,0.26666666666666666,0.9,0.4,0.2,0.4,1.0,0.9,0.6,0.0,0.33333333333333337,1
0.919,0.8380000000000001,0.2,0.7647058823529411,0.4,0.5,0.4,0.5,0.8,0.0,0.1,0.6,0.0,0.0,0
0.872,0.944,0.7,0.4117647058823529,0.6,0.6,1.0,0.5,0.8,1.0,0.9,0.0,0.0,0.16666666666666663,1
0.998,0.9960000000000001,0.2,0.6470588235294118,0.3333333333333333,0.5,0.8,0.8,0.2,1.0,0.1,0.19999999999999996,0.0,0.5,0
